Id,Session,Meeting,Speaker,Text,Cluster
S3M510,3,5,Canada,"Thank you, Mr. Chair. Hopefully we can get a little bit of an interactive dialogue going here. And I thought that the delegation of China made an excellent, excellent case for norms of responsible behavior regarding proximity operations and perhaps illustrated how we need to discuss what is a safe operation and develop norms around those safe operations to reduce misunderstandings. So I think we can certainly consider in this working group that that's one norm of responsible behaviour that Could be clarified, maybe expanded upon In our report and would make a meaningful contribution to reducing threats in outer space. Thank you, Mr. Chair.",2
S3M512,3,5,Austria,"Sorry, there was a slight misunderstanding from our side. We thought we are still under topic 2A, so this is now a topic under 2B. If you're if it's OK for you, no problem. This is this is not official agenda or program.",2
S3M514,3,5,Austria,"Mr. Chair, several of the working papers submitted proposed to establish norms against any intentional behavior which endangers the space environment and its peaceful use. These concerns in particular the creation of space debris, but also other malign or irresponsible behaviour. In relation to our previous discussion under 2A, we have to stress once again the high risk that arises from the creation of space debris for the sustainable use in outer space, which is equally problematic with regard to space-to-space threats.  An additional problem, however, lies in the direct threat of a weaponization as well as a possible arms race in outer space. Cooperative threats against space systems can take different forms, forms, and do not necessarily require specific capabilities. And several delegations have indicated in the past two days the mere possibility of coorbital attacks, be it through space objects equipped with specific anti-satellite or dual-purpose capabilities, can contribute to mistrust and misperceptions. Furthermore, it is very likely the methods applied in outer space would fall under the threshold of use of force and as a result, further increase uncertainty and very necessary among space actors. Together with an increasingly congested environment, this creates a high risk of possible escalation and occurrence of grave incidents. More specifically, we are concerned about possible kinetic orbital attacks that include a wide range of possibilities such as the launch of projectiles, deliberate collisions, proximity operations, or the use of mechanical extensions or chemical sprayers on space objects, Other threats include non-kinetic capabilities such as electromagnetic waves, lasers, jamming or spoofing. We are still in a position where we can avoid the situation in which space objects need protection against these capabilities, which would increase the threshold for emerging spacefaring nations As well as the commercial cost of outer space activities as well as space-based services. States have proposed a number of possible norms and guidelines on behavior in outer space in their working papers. Among those we particularly support strong norms against the testing and using of corporate counter space capabilities, kinetic or non-kinetic, as well as guidelines for the safe and consensual conduct of rendezvous and proximity operations. At the same time, we consider it necessary to address mistrust related to corporate operations and capabilities through the sharing of information, the establishment of communication channels to full use of existing instruments, and if necessary, the establishment of new ones. Only address the problems of mistrust and possible miscalculations, but also allow for a more orderly use of space, which is increasingly contested, contested and competitive. I thank you.",0
S3M516,3,5,Philippines,"Thank you, Mr. Chair. Like my distinguished colleague from Austria, I also was under the impression that we are still under 2B, and I would like to deliver an intervention under this topic. Thank you, Mr. Chair. My delegation takes the floor to refer to possible recommendations to alleviate space to space and space to Earth threats. In the first working paper that we submitted with Germany during the previous session, we identified insufficient understandings of mutual threat perceptions, lack of channels of communications and lack of transparency. Sources of current space related security risk at the 2nd OEWG session, my delegation stressed that for the Philippines, uncoordinated launches of space launch vehicles or rockets into space and insufficient transparency and coordination with regard to uncontrolled re-entry are crucial threats. Launches and uncontrolled re-entry of parts of launch vehicles may create debris that fall on land or sea, features that could pose A considerable threat to instruct to land structures, ship aircraft, fishing boats and other vessels that will pass through the drop zones. For the Philippines, this is not merely a safety issue, but an issue of national security as well. In the context of space launches and uncontrolled re-entry, communication coordination and transparency are all crucial to ensuring the threat perceptions are reduced. With regard to space-to-space threats, the vulnerability of developing countries like the Philippines are particularly acute. This is because our ability to monitor space-based assets and the immediate environment around them is limited and our current space-based assets have no propulsion systems and therefore lack the manure ability to evade physical threats. Most notably space debris. We therefore support the recommendation from Japan and others for the OBWG to recommend that states limit the destructive actions that may cause massive or substantive amount of debris in outer space. We also note that Egypt in its working paper also provided some insights of what kind of such activities may be, and this includes this include acts of complete destruction of space objects. Deliberate fragmentation of space objects and the use of directed energy weapons to destroy the electronic devices of space objects, which of course would also create debris. Against this backdrop, we also have worked with Germany in putting together recommendations in our second working paper. Some of those recommendations address space to space and space to Earth threats such as the following First states should not conduct or knowingly support rendezvous operations with space systems of another state unless that state has given prior Permission to the said operations. States should conduct launches of missiles and space launch vehicles in a way that ensures the greatest extent possible and feasible maximum the safe and secure operation of space objects and space systems. When launching, the launching state should issue pre-launch notifications and conduct prior coordination with potentially affected countries, including those identified as potential drop zones of re-entering debris from the launch that pose a potential risk of injury to people or damage or destruction to property. Thank you, Mr. Chair.",0
S3M518,3,5,Canada,"Thank you, Mr. Chair. I appreciate you indulging me and giving me the floor again. I just noted that the delegations of Phillip Delegation of Philippines raised another excellent point and one which we could consider in the context of our work being about re-entries. Now as you know, I think I may have explained in a previous session before Canada experienced an uncontrolled re-entry from a nuclear power sourced object in 1978. There was no notification that the object was re-entering prior to its re-entry, obviously causing a lot of concern, and resulting in a lot of clean up. After that there was an initiative. By Canada, many other states to put together some principles related to nuclear power source spacecraft. One of those principles, Principle 5, which found its way into the resolution on nuclear power source spacecraft was about notification of re-entry. And it provides a number of things that states should do. Essentially sort of a guide on responsible behaviors for how you use nuclear power source spacecraft. And that's perhaps another thing for this group to look into in order to reduce. Misperceptions when there are controlled or uncontrolled re-entries that may affect the territory of other states is to provide notifications of re-entry, including information on the system, the type of fuel it has, or any other special characteristics that a state might need in order to remedy or mitigate the damage from an uncontrolled re-entry that reaches the surface of the Earth. This would just be another one of those sort of communication principles that can help reduce mistrust and reduce Perception of threats And I welcome any other thoughts on this particular item from other delegations. Thank you, Mr. Chair.",2
S3M520,3,5,Brazil,"Interest of presenting our views on the issue of counter space capabilities in a coherent and comprehensive manner. My delegation will address topics 2A and 2B together in the following statements. Mr. Chair, Brazil's long-standing commitment to the objective of the prevention of an arms race in outer space translates into our steadfast support for the negotiations on a legally binding instrument on Paris in the CD, our advocacy against the use or threat of use of force through space capabilities or against them. As well as the placement of weapons in outer space. It is with utmost concern, therefore, that we have been witnessing recent trends of developing developments of offensive counter space capabilities in the context of increasing strategic competition and deepening tensions among spacefaring nations. In parallel, the emergence of dual use and dual-purpose space technologies greatly enhances the risks of misperception, misinterpretation and miscalculation. Mr. Chair, destructive anti-satellite weapons, both ground based and Co orbital, are A cause of particular concern since the intentional destruction of satellites through the testing or use of such weapons generates uncontrolled proliferation of debris at a massive scale. My delegation is stabling this week a working paper that aspires to contribute to the date to the debate of this OEWG on the issue of destructive ASAP weapons, whose main points will be summarised as follows. The increase in space debris generated by destructive ASA tests not only leads to an increase in risks for the safety of space navigation, but also has the direct impact on the costs of launching and operating space assets. Such effects are particularly acute for developing States and states with fewer space objects in orbit, for which the loss of even one satellite due to a collision with debris would have potentially catastrophic consequences. Such states are also more vulnerable to such threats, as they have limited capacities in space situational awareness, modest capabilities for monitoring assets in orbit, and more often operate space-based assets without propulsion systems And therefore, unable to carry out collision avoidance maneuvers. If the issue of space debris worsens to the point in which collision avoidance becomes a necessary feature in space assets, the cost of building satellites and placing them and maintaining them in orbit may rise to the point of pricing out many developing countries from space altogether. In addition, the testing of destructive ASAP weapons also creates distrust and enhances the risk of weaponization of outer space, thus posing a significant threat to international peace and security. Brazil therefore believes that the OEWG should build on two existing proposals for international moratoria and combine them in order to make a comprehensive recommendation on destructive A sets. The first moratorium is contained in the 2014 UN General Assembly resolution A slash res slash 69 slash 41 tabled by Russia titled Quote no first placement of weapons in Outer Space. This resolution encouraged states open quote, to consider the possibility of upholding, as appropriate, a political commitment not to be the first to place weapons in outer space. End of quote, which can be understood to include the placement of Co orbital AESAT systems in outer space. The second moratorium was proposed more recently in 2022 with the adoption of UN General Assembly resolution A slash res slash 77 slash 41 tabled by the United States titled Open quote Destructive direct Ascent Anti Satellite Missile Testing. And of course, this resolution calls upon states all states to commit not to conduct destructive direct descent anti missile tests, even though this moratorium called for by the resolution is limited to direct descent for Land based ASAP tests. The resolution recognizes in its preamble that, and I open quote the use of other types of anti-satellite systems might have a similar negative impact on the long-term sustainability of the outer space environment. End of quote. It also includes a reference to the negative impacts of the use of destructive ASAP in conflict. Open quote concerned that the use of destructive anti-satellite systems might have widespread and irreversible impacts on the outer space environment End of quote. As stated by my delegation in the first session of the OEWG, Brazil believes that the time has come for a ban on all destructive anti-satellite tests. The first step towards that goal can be taken through the adoption by the OEWG of a recommendation for a comprehensive multilateral moratorium on such tests, which should open the way for a more formal prohibition to be enshrined, enshrined in a future legally binding framework. The OEWG report should also include a recommendation on a clear norm against the testing and or use of any type of destructive anti-satellite weapons, either specifically or as a part of a general norm against the use of force against space objects. Mr. Chair, the issue of space debris is one that has a direct impact on the prospects for sustainable development and on the full enjoyment of the rights of states, particularly developing countries, to the peaceful uses of outer space. We cannot allow it to be held hostage to the dynamics and vagaries of strategic instability and competition. Is the chair. This OEWG should also devote particular attention to the threat represented by non-kinetic anti-satellite systems despite their less tangible impact, vis-a-vis destructive means, non-connective means are already being employed offensively and offer a clear and present risk of further intentions in outer space. The OEWG should therefore include in its recommendations norms against harmful interference with space systems of other states. Especially where there's a risk of leading to permanent loss of functionality or control of space assets, including through the following means. One directed energy such as laser or electromagnetic beams Interference with satellite systems through radio frequency jamming or spoofing, cyber-attacks against space objects or their ground control stations, and physical attacks against ground control stations. Unless point is the rendezvous and proximity operations RPos between satellites without prior communication or understanding with the state concerned. Thank you, Chair.",0
S3M522,3,5,Japan,"Mr. Chair, may I May I talk to May I talk about topic 3?",2
S3M524,3,5,United States,"Thank you, Mr. Chairman, and thank you to our Japanese colleagues for their indulgence. I just wanted to make a point regarding the discussion we've had between our Philippines and Canadian colleagues this morning about the importance of space launch notifications. While it was not in the US working paper, it is something we do as a routine practice. We exchange missile launch notifications and space launch vehicle notifications with many countries. Because space launch vehicles could look and use many of the similar technologies to missiles, having those launch notifications can reduce tensions, can help ensure countries about the intentions of a launch. Additionally, as discussed, having the notices that warn of where objects from that space launch land is also a very important activity and then finally advance notification. Also aids countries in conducting space traffic management Because we don't know where the satellite is going to be. Having that notification that a satellite is going to be launched will help governments and commercial entities track these satellites and ensure that space remains a safe environment. Thank you.",0
S3M526,3,5,Nigeria,"Oh yeah, Three. Sorry.",2
S3M528,3,5,United Kingdom,"Thank you, Mr. Chair, for giving me the floor. We would like to make comments now on the topic to be Mr. Chair. There is significant scope for misunderstanding or miscalculation in the testing, deployment or use of counter space capabilities which could in turn lead to increased tensions between states, potentially to conflict and put regional or strategic stability at risk. The dual use nature of many capabilities and the absence of transparency and trust makes it difficult to determine intent on the part of the state's operators. Moreover, the fact that the internal components of a satellite cannot be checked once in orbit and this inability to determine capability once placed in space poses unique and difficult issues for verification. This place is a practical difficulty on capability limiting norms. However, we can reduce the risks of misunderstandings and inadvertent escalation by establishing new norms, rules and principles related to the use of such capabilities. And we believe norms, rules and principles can help by encouraging more transparency and communication around certain space activities that might be misinterpreted. Encouraging safe practices when conducting defence and security related space activities so as to avoid accidents or incidents that could cause escalation and thirdly, avoiding or minimizing collateral effects such as space debris or forms of interference that significantly impact civilian activity. Mr. Chair, with those 3 criteria in mind, the UK proposes, for further discussion and consideration by UN Members, the following ideas for new norms, rules and principles which would apply outside of armed conflict. Number one states should provide advanced notification of defence and security exercises that could have an impact on space systems and services in order to reduce the risk of misunderstanding or misperception of their intentions. Two, states should not destructively test the counter space capabilities in space. C States should ensure satellites under their jurisdiction and control or operating on their behalf, do not conduct counter space testing activities that impair the safe operation of satellites under the jurisdiction and control of another state. The States should ensure satellites under the jurisdiction and control, or operating on their behalf, do not physically connect with satellites under the jurisdiction and control of another state without prior consultation and consent. Five states should avoid jamming or spoofing activities against space systems that generate collateral impacts on civilian activity over large areas, such as disruption of air traffic or emergency services. Six states should not cause the permanent loss of command and control of satellites of other states. Seven states should not cause the permanent damage to the imaging sensors of satellites of other states. Thank you very much, Chair. That ends our remarks on this topic.",0
S3M530,3,5,China,"Thank you, Mr. Chairman. Regarding, the statements made by Canada and the USA would like to make a reply. I believe that these interactive dialogue is very necessary. First of all, regarding Canada's mention, which is about the re-entry. In the 1970s. and especially the re-entry issues they mentioned in the 17th The Canadian colleagues believe that the non-controlled re-entry should be a priority in the discussion of this working group. In this regard, China holds a different view, Regarding the non-controlled re-entry As well as nuclear power supplied And especially the usage. These issues have already been discussed at CORPUS And has also reflected in related resolutions of the UNG and the documents of Copious. For example, in 1992 regarding the nuclear source powered principle. As well as 2019 guidelines, LGS guidelines, before this meeting, many colleagues also mentioned that. The OEWG s work should not interfere with the works at the other fora. Therefore, to avoid overlapping in discussion on in discussing the issues dealt with at Scorpios. China would like to suggest that issues on re-entry and others should be addressed with caution. Furthermore, the Canadian delegate has also made reference to. The event of G sets a satellite which can be a reference Or guidance for us. The interpreters apologize to set up your operations Could serve as a guidance China would like to thank the Canadian delegates for his comment. However, for China, Discussing this Malignant, Malicious RPO issues is not so much about responsible or not being responsible or not being responsible Or we should first of all discuss its lawful nature, whether it is lawful or not. In other words, even if people believe that The behaviour of satellite is responsible It does not mean it is lawful Only when we can judge on the legality of behavior of a country. Can we determine its legal responsibility. This is not a dichotomy such as responsible irresponsible can achieve. Therefore, in short, We should first of all determine whether an event is illegal or illegal Before considering whether it is responsible or irresponsible Because it is very subjective to determine whether it's responsible or not. Thank you very much, Mr. Chairman.",2
S3M532,3,5,Philippines,"Thank you, Mr. Chair, and I apologize for again taking the floor on this topic, but in the spirit of interactive dialogue, I just wish to acknowledge and thank our distinguished colleagues from Canada, China and the United States for their inputs with regard to the issue of re-entry. We fully align with some of the statements that was delivered by our distinguished colleague from China with regard to the caution that we need to undertake when discussing the issue of re-entry, given that it might interfere with the work of CORPUS.  However, we think that this issue cannot be outside the scope of this OEWG, especially since some countries including the Philippines see this not only as a safety issue but also as a security issue. Now we have said in the past that we see this OEWG already as a TCBM where we can frankly discuss security threats and it is in the spirit that we are raising it here as a matter of security concern for our country and we think that there is an opportunity for us to make recommendations. To alleviate that security concern and if that recommendation is to look at the work of couples and other related bodies in Vienna, we would also be happy to make that recommendation as well in in our in our final report. We also wish to thank Canada for, for their very constructive inputs with regard to the notifications that are that that that that could constitute. Measures that would that that would assure countries of with regard to Rocket launches and re-entering debris from our perspective we would like to say that we. We would like to we would appreciate it if launching countries would provide pre-launch notifications at least 90 days before the target launch date to include planned launch notification, possible drop zones in the territory of either state and other associated risk. We also would appreciate updated notifications regarding changes in the schedule and other details of the planned launch post launch notifications including estimated date, time, location of re-entry and surface impact. Notification regarding recovered debris from the rocket launch that has fallen. On the other participants territory, so with this objective we think that it's really crucial for us to consider very carefully the suggestions from Japan to have a national points of contact which we believe would facilitate ease of communication and coordination. And again, on this point of coordination and communication, we wish to refer to our working paper on the duty of due regard where we refer to the rich resource from international Lodgers prudence that states that. You know, the duty of due regard necessarily involve consultations on the basis of good faith, and that requires that avenues for such consultations are exhausted, and it also provides standards for which to undertake such consultations. It should encompass A conscious balancing of rights and interest. Including extensive concern regarding the other party's reaction, suggestions of compromise and willingness to offer assurances, and an understanding of other parties concerned in connection with any proposed activities. We believe that this jurisprudential standards on the duty of jury guard arising from other relevant bodies of international law is relevant because we want to avoid cases where consultations are done pro forma and not necessarily in good faith and some tendencies for states to not undertake the necessary diligence in considering the legitimate concerns of other States and just conduct consultations for the sake of conducting consultations. So we believe that these are very relevant standards for responsible behaviour that would enrich our understanding of the international legal and normative frameworks as they relate to outer space. Thank you, Mr. Chair.",2
S3M534,3,5,Canada,"Thank you very much, Mr. Chair. I was attempting to follow closely what the delegation of China was saying, and I think perhaps there's a small clarification that's necessary to my earlier statements. If it wasn't clear in any way, I was in no way suggesting that any of the proximity operations that had been conducted by the satellites listed in the statement of the delegation of China were in any way unlawful. I was only pointing out that the perception Of one country about lawful activities Can be perhaps incorrect in the lack where we have a lack of communication or notices. The same goes for launches. As our distinguished colleague from the United States mentioned, launches can be misperceived as something other than peaceful and thus pre-launch notifications can be very useful. And again I would like to stress the point that we're not talking here about lawful versus unlawful. We're talking about responsible and irresponsible, and in that context, actions that may not be unlawful can still be irresponsible under certain circumstances, particularly when there's a possibility of misperception of intention. And with respect to the work of Copious, I'm very well aware that Copious has worked on nuclear power source principles. In fact, I was citing from it when I talked about the example in 1978 of Cosmos 954. The reference, the reference. In this context is not so much about notices that copious has talked about, but notices for the purpose of explaining intention and providing confidence to other states about the nature of the activity so that they do not perceive it to be a threat where it is clearly a peaceful use of outer space. So that's what we're doing in this context. With respect to notifications of launches and re-entries. Thank you, Mr. Chair.",2
S3M536,3,5,Russia,"Thank you, Mr. Chairman. I think we're getting to a really very interesting discussion Festival. It is Gradually going towards the discussion of the basic principles and understandings on which this group is based, that's very important As we move towards preparing the outcome document I would like to react to what was said by the distinguished delegate of Canada, as well as the colleagues from China and the Philippines. First and foremost, with regard to the issue once again Of the Forces in operation within the working group, And the efforts being undertaken also in other international for a Including in the key Basic form of the United Nations. Concerned with space activities That being CORPUS, Here we would like To support the delegation of China With regard To the fact that the activities of that working group of the working group Should not Duplicate Or a prejudge in any way the outcome of work Of other international forum and that includes the UN Outer Space Committee. Here there should be a single vector for cooperation interaction And that is the fact that the UN Space Committee Has already undertaken the work and outcomes have been achieved there With documents that have been agreed upon by that committee. Which could assist the work of the working group But not vice versa. This group cannot seek to influence the work of CORPUS In view of the mandate and status of this group. So let us allow the copper's experts to continue the work, on those issues That it is occupied with, many of which fall beyond the remit of this working group. Let us not Prevent the copper from doing its work on certain issues Since that work is underway in that forum already But has yet to be completed. Therefore, The notion of this working group, Cooperating and influencing the agenda of other groups seems, in our view, to be entirely counterproductive and could impinge on the mandates of other working groups. This goes not only for CORPUS but also for the UN Commission on Disarmament. Well, one of the Questions under review, relate to transparency and competence building measures in space 6. Where the three-year discussion cycle within the Commission has yet to be completed. Therefore, once again. Let us not pre-empt the work of that Commission Which should be Allowed to provide its recommendations to the UNGA. Moreover, within that Commission Next year, for example, there is a plan for the review of the UN Secretary General's report. Which is in the near future to be prepared, pursuant to resolution the Union can resolution On transparency and confidence building measures with regard to space activities. It seems to us that This group and its work should not interfere with or undermine the work of other for a Moreover, I would like to offer some clarification with regard to legal and non-legal activities And the connection with so-called responsible, irresponsible behaviour. It seems to us Extremely risky by way of a way forward. And Jesus, the suggestion that we had from the Canadian delegation Supported by a series of other Western delegations to the effect that Certain Lawful acts May be deemed to be irresponsible In our view. Such a framing of the question could lead to a seriously risky Division of the field of law and the legal framework that currently exists And in a broader way, international law standards Relating to matters of space security and security of space activities. In essence, this would suggest some form of an attempt to revise the existing international law framework Through, The assumption or adoption of certain non-binding understandings That are not legally binding in character And which, In their nature could be interpreted In many very different ways, by different states. We have seen what that sort of interpretation can lead to already within the framework of this working group's work on various different issues. It never brings anything positive, it simply leads to possible discrimination by certain Member States Against other Member States. We consider this Unnecessary We consider this to be counterproductive from the standpoint of international law and ultimately. The aim of ensuring space security and the security of space activities, therefore We call Upon colleagues to strictly base themselves on legally binding international norms and those norms and principles about which we are talking should become a part of the international legal system in connection with ensuring space security. No measure should undermine that existing system As we have already said, and at least as far as we understand it, the in terms of the goals of this group, we are seeking to fill legal gaps in existing international law And put in place the basis for the creation of legally binding standards to fill those gaps.",1
S3M538,3,5,China,"Thank you, Mr. Chair. I sincerely thank the Canadian delegate for the response. I also wish to express my appreciation to the Canadian delegate. With regards the good example that he put forward for us to discuss rules. He mentioned the GSAP satellite. The RPO of GSAB satellite and believe that it is legal. Does it mean that it is irresponsible, If it is legal and responsible. Then does it mean that States should follow such behaviors 2nd. The Canadian delegate also mentioned that Here we are talking about responsible and irresponsible rather than legal and non-legal. As a space lawyer, I'm quite curious. Legal standards Should be the basis for us to develop for the OEWG to develop norms, principles and rules. If we disregard the issue of legal and non-legal. How can we talk about the observance of international laws? How can we talk about the respect of international laws? My last point Is that I'm very honored that I am very delighted to be able to participate in the LDS negotiation together with our Canadian colleague with regards the rendered discussion of copies, I also have some knowledge. The issue of safety.",2
S3M540,3,5,China,"With regard the issue of safety, we should leave it to copiers. Regards the issue of security, That is issues in relation to unfriendly Provocative And malicious And intentional behaviors. Should be discussed here at the OU WG, With regards staff, the safety of staff and assets, we believe that it should be left to the copies. So as to avoid us duplicating the work of copiers here. I thank you, Mr. Chair.",2
S3M542,3,5,Japan,"Thank you, Mr. Chair. Since some countries mentioned proximate operations in the topic 2A and 2B, we would like to share Japans idea regarding wonderful and proximity operations.  Various capabilities and types of operations have dual use nature in outer space, notably including rendezvous and proximal operation or RPO. Several countries mentioned with regards to our peer in their working paper, such as a paper submitted by German and Philippine, United Kingdom, Canada and Republic of Korea. There's no concrete provisions which stipulates dangerous or safe distance for our peers at this time And the action to avoid collision between space assets depends on the differences in technical and operational capabilities between states. In this regard, the risk of collision is judged by each country from a subjective view and so it is not appropriate to discuss the details related to our POS from our technical perspective in this OEWG. From this point of view, Japan tried to propose a draft recommendation focusing on the consequences and behaviors. States should not conduct rendezvous and proximity operation or RPO critical physical damage to space objects under the jurisdiction of another state unless prior consent is provided. I thank you, Mr. Chair.",0
S3M544,3,5,Nigeria,"Thank you for giving Nigeria the floor, Mr. Chair. Apologies for the slight Error. The other time we had been benefiting immensely from the interactive dialogue on 2A and 2B. Hence the self-proclaimed 2C. Apologies once again. Nonetheless, we reiterate our support for the OG process, Mr. Chair. Cyberspace has become an indispensable tool. With enormous potential capable of shaping economic prosperity as well as developing credible defense mechanisms which are all characteristics of a strong modern industrial nation. On the contrary, the militias use of space systems including Artificial intelligence and ICT related mechanisms have continued to pose stress to the international peace and security landscape. Considering that the manner in which these systems are utilized have evidently become a key factor in determining the affairs of many nations. The potential use of space systems to conduct malicious attacks, as well as causation of space debris, including unexplainable rendezvous proximity operations, is of great concern to my country, and we call on states who have developed such capabilities to abstain from using them, particularly against states who use space systems for peaceful uses, Mr. Chair. The fight against cyber-crime is of utmost importance to my country. Hence our investment in capacity building to safeguard our cyberspace systems through strict adherence to cyber activity guidelines. This has continued to make giant strides with the aid of international cooperation. Nigeria through its National Cyber Security Strategy has established 7 key focuses to strengthen its approach to the issue of cybersecurity and the use of space systems. They include incident management in the area of detection and response, vulnerability handling, artifacts handling, collaboration sector-based computer emergency response team and training, research and development. The fundamental aim of the National Strategy Security Strategy as enshrined in the National Security Policy framework To achieve a harmonized security strategy that will respond to the dynamism of the national security threat landscape. Mr. Chair. Nigeria is of the opinion that the dual use nature of space systems should be integrated to promote peaceful uses void of malicious activities. Cyberspace should be a place of opportunities and not a place for harmful competition among superpowers, which could ultimately have adverse effects on states without similar capabilities. While critical infrastructure continues to be targeted in the context of space systems, it has become imperative that the adequate measures should be in place to regulate such activities included the possibility of a legally binding instrument, Mr. Chair. My delegation strongly upholds that the weaponization of space systems Should be outlawed at all levels in order to promote international peace and stability.  My delegation also believes that the threats posed by malicious use of space systems have made it necessary for adequate safeguards to be in place to ensure that the principle of peaceful uses is strongly upheld furthermore. Action oriented mechanisms to aid potential coordination and integration programs, including confidence building measures such as transparency and exchanging of best practices in the area of space systems is equally critical to my country. Finally, Mr. Chair, while my delegation strongly recommends that the final outcome document of this process should reflect the inalienable need For the consideration of a legally binding framework, when the delegation wishes to reiterate its support for the work of this OEWG and welcome constructive dialogue aimed at ensuring that cyberspace does not become another ground for harmful competition, but for cooperation aimed at progressiveness, I thank you.",0
S3M546,3,5,France,"Merci, Mr. President, thank you very much, Chairperson. Good morning to everyone. I have comments on topic 3, which are also pertinent for two and topic four also 1st in response to what was said by the Philippines delegation. On the discussions, notification of launches for us is a very important issue. This is a part also of our written contribution. We call on states to follow this model Of notifications. The concerns of the Philippines are legitimate, and this is not just an issue that should be handled at Coppolas, because today's debate shows that for the Philippines and for other states who share these same concerns. This is an issue which is not just one of security, but also safety So not just safety issue, but also a national security issue. So this group which we're in, was put together to discuss these concerns, but also to find solutions. Second, this morning we heard a lot of ideas for norms. But it is worth remaining mindful, and this is a major part of the French contribution. The norms that we develop here must also be robust enough to respond to a set of criteria. Some of these criteria Which are the same for transparency and confidence building measures. Those norms, above all, must be clear That is, there must be shared language which is unambiguous and specific And referring to the discussions this morning once again to talk about weapons in space Does not make this more ambiguous. We need to reduce or eliminate any possible 'cause for misunderstandings, for error, for misperception of the actions of states. Banning the placement of weapons and state does not Eradicate possible grounds for mistrust or miscommunication. Misunderstandings as can take place on Earth and such norms must be violated in the spirit. And we've heard some proposals for norms this morning that are not verifiable, and some of them which never could be And so we fear that such norms could not become operational. We would like to support norms that have that prospect and not those that Are already null and void. We should not lose sight in our discussions of destabilising factors which generate tension or misunderstandings And that's not directly related to the amount of debris, debris created in space when certain countries conduct anti-satellite tests. There are two aspects, one is the debris created in space and the other issue is the message which was sent in terms of undermining space security. The same concerns for certain activities in orbits and I referred also to the Canadian message Activities such as physical contact or so-called rendezvous operations Are illicit and they should be banned in all contexts. But they can generate all kinds of different reactions. They can engender tensions. This is not subjective. If we are concerned by situations of this kind, I think that no one in this room Would not be worried if someone was attempting to break into their home. It would be a concern for everyone The same Issue is valid here, but instead of house breaking we have other illicit acts and so there are norms and can be norms for responsible behaviours And certain actions that should not be conducted without the clear consent of the state concerned an invitation into the House, for example. Thank you.",0
S3M548,3,5,France,"Now see miss. Thank you, Mr. Chairperson. I wanted to make sure that my words came across clearly. I fear that was not the case. I wanted to be clearly interpreted and so I wanted to take the floor again and explain without any metaphors which would complicate our message. The meaning was as follows. First, I would like to reiterate that for France, the English term space safety translates as the French security Special in the sense of A seat belt And certain special is space security.  second, I wanted to indicate that in terms of international law applicable in space Rendezvous operations Or the contact physique between space objects are not illicit About this type of operation. Nevertheless, can generate tensions, Tensions which are not subjective, they can be shared by all states. Using satellites in space. Thus it is for this reason that we consider it necessary To provide a framework for such operations and to do this, we propose A norm which is clear. It is that such operations of rendezvous options should not be conducted without the advance consent from the state concerned. Thank you.",2
S3M550,3,5,Switzerland,"Thank you, Chairperson. As regards topic 3 on Julius capabilities, we would like to offer the following considerations. 1st we would like to reaffirm the principle of free and equitable access to space for all states without discrimination and in respect of other principles in international law In terms of this specific element, we are of the opinion that the following activities should be considered as not corresponding To responsible behaviour in space. 1st, Placing in danger, damaging or destroying the satellites of another country using Co orbital systems. 2nd,  affecting Proximity operations, Which interfere with the operations of a space system belonging to another state Or which threaten its integrity. 3rd , Violating the functioning Of space systems using lasers or electromagnetic capacities, or indeed other capabilities of the same nature. Next, Conducting rendezvous operations With the satellite of another stage, without consultations, without and without advance consent from that state and 5th , Approaching Or following an active satellite of another stage without consultations with it or without the advance consent of that state.  In general, the implementation of rendezvous and proximity operations Should be conducted in the greatest degree of transparency possible. In addition, such operations must be planned in such ways to avoid all possible ambiguity Could be perceived as a threat for a state approached by such a satellite in order to avoid rendezvous and proximity operations being perceived as such a threat. It is important notably to develop And Adopt the appropriate measures. In this context, we would like to refer to work document #1 submitted by Germany and the Philippines. This contains particularly pertinent proposals on this issue. We will go into greater detail in specific situations under discussion of topic 8. Thank you, Chairperson.",0
